carat,cut,color,clarity,depth,table,price,x,y,z,latitude,longitude 
1.01,Good,F,SI1,63.5,59.0,4899,6.29,6.38,4.02,41.2338889,-96.3533333
1.01,Premium,F,SI1,62.5,58.0,4899,6.39,6.42,4.0,39.9522222,-75.1641667
1.01,Premium,F,SI1,61.8,59.0,4899,6.34,6.41,3.94,39.7047222,-105.0808333
0.87,Ideal,G,VS2,61.8,56.0,4899,6.11,6.13,3.78,26.1336111,-80.1133333
1.07,Ideal,H,SI2,62.8,56.0,4899,6.5,6.56,4.1,26.3351,17.228331
1.03,Ideal,G,SI1,60.9,57.0,4900,6.54,6.5,3.97,36.7097222,-81.9775
1.06,VeryGood,H,SI1,60.2,59.0,4900,6.6,6.55,3.96,48.1366667,-123.7327778
1.03,Ideal,H,SI1,62.0,56.0,4900,6.43,6.5,4.01,51.083333,-114.083333
0.97,Good,F,SI1,60.1,65.0,4900,6.46,6.36,3.85,47.6063889,-122.3308333
1.03,Premium,G,SI1,61.6,59.0,4900,6.53,6.5,4.01,30.2452778,-85.6483333
1.03,Ideal,G,SI1,61.6,57.0,4900,6.53,6.46,4.0,33.963056,-117.563889
1.03,Premium,G,SI1,,59.0,4900,,6.64,3.88,39.7391667,-104.9841667
1.25,Ideal,H,SI2,61.6,54.0,4900,6.94,6.88,4.25,47.1855556,-122.2916667
1.0,VeryGood,F,SI2,62.6,59.0,4901,6.34,6.38,3.98,47.6063889,-122.3308333
1.02,VeryGood,E,SI1,60.5,63.0,4901,6.54,6.48,3.94,34.478889,-105.881944
0.94,VeryGood,D,SI1,58.4,58.0,4902,6.41,6.51,3.77,30.2669444,-97.7427778
0.94,VeryGood,D,SI1,60.7,60.0,4902,6.27,6.32,3.82,38.2544444,-104.6086111
1.18,Fair,F,SI2,55.9,64.0,4903,7.15,7.01,3.95,36.0227778,-95.9680556
1.06,Premium,D,SI2,61.6,61.0,4903,6.59,6.53,4.04,44.0152778,-73.1677778
1.03,VeryGood,G,SI1,63.1,58.0,4903,6.41,6.37,4.03,48.2413889,-122.3694444
1.06,Premium,G,SI1,59.6,58.0,4903,6.73,6.67,3.99,41.8488889,-72.5722222
0.78,VeryGood,E,VVS1,61.3,60.0,4904,5.86,5.92,3.61,39.7391667,-104.9841667
1.02,VeryGood,D,SI2,60.9,61.0,4904,6.47,6.53,3.96,37.7058333,-122.4608333
1.14,VeryGood,J,VS1,61.5,59.0,4905,6.64,6.75,4.11,43.7072222,-88.99
1.08,VeryGood,G,SI1,60.6,58.0,4906,6.58,6.73,4.03,39.9611111,-82.9988889
1.04,VeryGood,D,SI2,58.6,58.0,4906,6.65,6.72,3.92,49.883333,-97.166667
1.14,Ideal,J,VS2,61.4,55.0,4906,6.74,6.77,4.15,34.54,-112.4677778
1.2,Premium,H,SI2,59.6,60.0,4906,6.91,6.84,4.1,48.7597222,-122.4869444
1.24,Premium,F,SI2,62.7,59.0,4907,6.83,6.77,4.26,52.566667,-0.666667
1.02,Premium,D,SI2,62.5,59.0,4907,6.43,6.38,4.0,39.819722,-75.122778
1.01,Premium,D,SI1,62.7,58.0,4909,6.38,6.34,3.99,40.488093,-121.504935
1.01,Good,D,SI1,64.1,60.0,4909,6.3,6.27,4.03,42.3583333,-71.0602778
1.01,Premium,D,SI1,59.1,61.0,4909,6.5,6.46,3.83,41.5061111,-87.6355556
1.01,Good,H,VS2,59.6,64.0,4909,6.53,6.45,3.87,41.4138889,-73.3038889
1.01,Ideal,H,VS2,62.1,54.0,4909,6.5,6.44,4.02,41.7013889,-71.1555556
1.01,Premium,H,VS2,62.3,60.0,4909,6.32,6.27,3.92,-33.137551,81.826172
1.13,Ideal,H,SI2,61.6,55.0,4911,6.68,6.72,4.13,41.8763889,-86.5497222
1.11,Premium,I,SI1,60.6,59.0,4911,6.73,6.66,4.06,38.8461111,-77.3066667
1.15,Ideal,H,SI1,63.0,57.0,4911,6.71,6.66,4.21,27.9655556,-82.8002778
1.04,VeryGood,H,VS2,63.2,58.0,4911,6.45,6.42,4.07,37.8869444,-122.2966667
1.01,Good,E,SI1,63.4,59.0,4912,6.34,6.38,4.03,42.0663889,-87.9372222
1.01,Good,E,SI1,63.1,60.0,4912,6.34,6.37,4.01,40.7141667,-74.0063889
1.01,VeryGood,E,SI1,62.6,57.0,4912,6.36,6.41,4.0,34.1008333,-117.7669444
1.01,VeryGood,E,SI1,62.4,60.0,4912,6.32,6.35,3.95,30.3319444,-81.6558333
1.02,Premium,D,SI2,59.5,62.0,4912,6.56,6.52,3.89,-13.163587,-72.545861
1.02,Ideal,E,SI2,61.6,55.0,4912,6.52,6.46,4.0,43.666667,-79.416667
0.91,VeryGood,G,VVS2,62.1,60.0,4913,6.14,6.19,3.83,45.133333,-76.133333
1.21,Premium,H,SI2,62.9,58.0,4913,6.74,6.69,4.23,27.8002778,-97.3961111
1.12,VeryGood,I,VS2,63.9,52.0,4914,6.58,6.65,4.23,41.2938889,-82.2175
1.11,VeryGood,E,SI2,62.8,55.0,4914,6.6,6.62,4.15,40.5308333,-112.2975
0.91,VeryGood,E,SI1,62.3,59.0,4914,6.18,6.21,3.86,42.999411,-76.149389
1.19,Ideal,H,SI2,62.0,57.0,4914,6.77,6.81,4.21,47.6063889,-122.3308333
1.17,Good,H,SI2,63.8,58.0,4914,6.73,6.57,4.24,35.1894444,-114.0522222
0.9,Premium,E,VS1,62.3,56.0,4914,6.19,6.1,3.83,42.8711111,-97.3969444
0.9,Good,G,VVS2,63.6,58.0,4914,6.11,6.1,3.88,26.2030556,-98.2297222
0.9,Premium,D,VS2,62.6,59.0,4914,6.17,6.14,3.85,29.5291667,-95.2008333
1.17,Good,I,SI1,63.6,61.0,4914,6.66,6.64,4.23,31.3352778,-109.9475
1.22,Ideal,H,VS2,61.9,55.0,4914,6.88,6.83,4.24,28.061407,-82.302313
1.17,Premium,H,SI2,62.7,56.0,4914,6.74,6.68,4.21,45.0788889,-123.4847222
1.17,Premium,I,SI1,62.6,58.0,4914,6.71,6.64,4.18,41.1416667,-87.875
1.2,Fair,F,SI2,65.1,58.0,4915,6.62,6.56,4.29,10.78673,76.654793
1.14,VeryGood,E,SI2,62.6,56.0,4915,6.63,6.69,4.17,49.25,-123.133333
1.15,VeryGood,F,SI2,63.1,63.0,4915,6.67,6.57,4.18,38.3855556,-81.8363889
0.97,Premium,E,SI1,61.0,61.0,4915,6.32,6.28,3.84,41.6302778,-87.8538889
1.1,Premium,H,SI1,63.0,58.0,4916,6.6,6.55,4.14,39.9611111,-82.9988889
1.1,Premium,H,SI1,63.0,58.0,4916,6.6,6.55,4.14,43.0141667,-88.4725
1.01,Premium,G,SI1,61.5,59.0,4916,6.43,6.48,3.97,29.4238889,-98.4933333
1.01,VeryGood,G,SI1,62.6,59.0,4916,6.38,6.3,3.97,53.386944,-6.377778
1.01,Ideal,D,SI2,61.6,57.0,4916,6.42,6.46,3.97,65.836924,13.193401
1.01,Ideal,D,SI2,61.3,54.0,4916,6.47,6.52,3.99,39.0283333,-84.2177778
1.01,VeryGood,G,SI1,,57.0,4916,,6.52,3.94,39.1377778,-76.8241667
1.24,Premium,D,SI2,60.6,59.0,4916,6.99,6.96,4.23,50.7967,-1.083333
1.14,Ideal,H,SI1,62.2,57.0,4916,6.73,6.67,4.17,37.035339,27.43029
0.59,Ideal,D,IF,60.9,60.0,4916,5.41,5.39,3.29,38.8461111,-77.3066667
1.0,Good,E,SI1,60.4,61.0,4916,6.37,6.44,3.87,28.0611111,-82.3025
1.0,Good,E,SI1,59.3,61.0,4916,6.42,6.53,3.84,30.2419444,-93.2505556
1.2,Fair,H,SI2,,60.0,4916,,6.59,4.26,26.6155556,-80.0572222
1.1,Premium,H,SI1,61.6,56.0,4916,6.66,6.61,4.09,33.5602778,-81.7197222
1.24,Ideal,G,SI1,62.7,56.0,4916,6.89,6.85,4.31,39.0997222,-94.5783333
1.33,Fair,E,SI2,65.0,57.0,4916,6.93,6.89,4.49,42.7652778,-71.4680556
1.18,Premium,H,VS2,61.1,60.0,4916,6.8,6.76,4.14,43.0388889,-87.9063889
1.1,Ideal,H,SI1,60.2,56.0,4916,6.82,6.74,4.08,35.1552778,-120.6713889
0.91,VeryGood,F,VS2,62.1,58.0,4917,6.19,6.24,3.86,46.6022222,-120.5047222
1.02,Ideal,H,SI2,62.5,53.0,4918,6.43,6.47,4.03,41.5733333,-87.7844444
1.07,Ideal,H,SI1,62.0,57.0,4918,6.56,6.51,4.05,40.8527778,-73.1155556
1.23,Premium,G,SI2,62.1,58.0,4918,6.85,6.8,4.24,40.3055556,-89.6027778
0.9,Ideal,D,SI1,61.8,57.0,4919,6.22,6.17,3.83,38.6358333,-77.4380556
0.9,VeryGood,E,VS2,,55.0,4919,6.14,6.23,3.84,56.0,-3.75
1.0,VeryGood,G,SI1,61.4,57.0,4919,6.45,6.42,3.95,43.1,-73.5822222
0.91,Ideal,H,SI1,62.1,57.0,4919,6.18,6.21,3.85,33.7458333,-117.8252778
1.22,Premium,I,SI2,62.3,58.0,4919,6.85,6.8,4.25,47.6794444,-122.8969444
1.09,Good,H,SI1,63.6,56.0,4920,6.53,6.56,4.16,33.9133333,-78.3041667
1.06,Premium,I,VS1,62.4,55.0,4920,6.57,6.5,4.08,43.0716667,-70.7630556
0.9,VeryGood,E,SI1,60.3,58.0,4921,6.26,6.32,3.79,44.28,-88.3183333
0.9,Ideal,E,SI1,61.7,57.0,4921,6.18,6.24,3.83,45.859011,-122.815818
1.01,Premium,H,VS2,60.7,61.0,4921,6.47,6.39,3.9,41.2683333,-110.9625
0.33,Premium,E,SI2,59.7,58.0,594,4.53,4.48,2.69,32.5005556,-94.7402778
0.33,Ideal,G,SI2,60.2,57.0,594,4.5,4.47,2.7,42.6738889,-85.6447222
0.31,Ideal,H,VS2,61.6,55.0,595,4.34,4.38,2.69,30.7619444,-86.5705556
0.25,Ideal,F,VS1,62.1,57.0,595,4.01,4.04,2.5,41.1305556,-85.1288889
0.25,Ideal,F,VS1,61.1,58.0,595,4.04,4.08,2.48,40.2013889,-77.1891667
0.25,Ideal,F,VS1,61.8,56.0,595,4.07,4.09,2.52,41.0705556,-85.0144444
0.31,Ideal,E,SI1,60.6,56.0,595,4.39,4.42,2.67,43.0125,-83.6875
0.31,Ideal,H,SI1,61.9,56.0,595,4.38,4.35,2.7,35.520461,127.725176
0.37,Good,I,VS2,64.0,56.0,595,4.58,4.45,2.89,32.514947,-117.038247
0.32,VeryGood,H,VVS2,62.4,56.0,596,4.35,4.37,2.72,41.6611111,-91.53
0.28,VeryGood,F,VVS2,61.8,60.0,596,4.16,4.19,2.58,54.4,-126.65
0.28,VeryGood,E,VVS2,63.6,56.0,596,4.13,4.17,2.64,40.7141667,-74.0063889
0.28,VeryGood,E,VVS2,61.4,60.0,596,4.18,4.22,2.58,42.485,-71.4333333
0.32,VeryGood,I,VVS1,60.9,57.0,596,4.45,4.48,2.71,30.2669444,-97.7427778
0.28,VeryGood,D,VVS1,60.3,62.0,596,4.22,4.24,2.55,35.0644444,-88.8908333
0.31,Ideal,H,VVS2,61.2,56.0,596,4.34,4.37,2.66,45.766667,-66.15
0.31,Ideal,G,VS1,61.6,55.0,596,4.37,4.4,2.7,35.691188,-115.497908
0.4,Ideal,H,SI2,61.9,58.0,596,4.71,4.73,2.92,39.0911111,-94.4152778
0.4,Ideal,H,SI2,62.2,56.0,596,4.71,4.75,2.94,38.4405556,-122.7133333
0.35,Ideal,F,SI1,61.5,55.9,596,4.53,4.56,2.8,34.0336111,-117.0422222
0.34,Ideal,D,SI1,60.9,56.0,596,4.53,4.56,2.76,51.883333,0.9
0.28,Good,F,VVS2,61.2,62.0,596,4.16,4.21,2.56,43.0730556,-89.4011111
0.35,Good,F,VS2,57.9,60.0,596,4.65,4.68,2.7,35.3733333,-119.0177778
0.38,Premium,E,SI2,59.9,56.0,596,4.79,4.72,2.85,47.2530556,-122.4430556
0.34,Good,E,SI1,63.9,56.0,596,4.44,4.48,2.85,35.6508333,-117.6608333
0.34,Premium,E,SI1,61.8,58.0,596,4.47,4.5,2.77,35.1483333,-81.8611111
0.34,VeryGood,G,VS2,62.9,55.0,596,4.45,4.52,2.82,-46.413187,168.353773
0.34,Ideal,E,SI1,62.0,57.0,596,4.46,4.48,2.77,40.3477778,-79.8644444
0.34,Ideal,H,VS1,62.7,57.0,596,4.45,4.48,2.8,36.5433333,-119.3861111
0.34,Ideal,E,SI1,62.7,55.0,596,4.46,4.47,2.8,41.9433333,-75.6
1.01,Ideal,E,SI2,61.9,56.0,4921,6.46,6.43,3.99,38.5338889,-89.9888889
1.01,Premium,E,SI2,60.0,61.0,4921,6.53,6.47,3.9,44.7527778,-68.6794444
0.91,VeryGood,H,VS2,62.6,57.0,4922,6.15,6.21,3.87,39.529633,-119.813803
1.13,VeryGood,E,SI1,62.7,57.0,4922,6.62,6.65,4.16,47.7180556,-116.9505556
0.91,VeryGood,G,SI1,62.8,56.0,4922,6.16,6.2,3.88,29.5638889,-95.0252778
0.91,Ideal,G,SI1,62.0,56.0,4922,6.19,6.22,3.85,41.3461111,-73.0794444
0.91,Ideal,G,SI1,60.8,58.0,4922,6.21,6.29,3.8,37.1041667,-113.5833333
0.9,VeryGood,F,VS2,,58.0,4924,6.14,6.16,3.83,42.1958333,-70.7263889
0.9,Ideal,H,VVS2,62.0,57.0,4924,6.15,6.2,3.83,40.9761111,-74.0266667
1.02,Ideal,H,SI1,61.9,57.0,4924,6.4,6.46,3.98,47.3811111,-122.2336111
0.93,VeryGood,F,VS2,62.7,58.0,4925,6.21,6.27,3.91,40.5686111,-75.095
0.9,VeryGood,E,VS2,60.4,59.0,4925,6.26,6.3,3.79,39.2902778,-76.6125
1.15,Ideal,I,SI1,62.3,57.0,4925,6.74,6.67,4.18,35.6752778,-83.7558333
1.0,Fair,F,SI1,62.6,59.0,4925,6.25,6.3,3.93,48.1958333,-114.3119444
0.81,Ideal,F,VVS2,62.2,53.9,4926,5.97,6.01,3.72,33.7488889,-84.3880556
1.21,Fair,E,SI2,65.6,59.0,4926,6.62,6.56,4.32,33.5311111,-111.9419444
0.72,Ideal,E,VVS2,61.7,55.0,4927,5.76,5.78,3.56,41.0783333,-80.5994444
1.2,Ideal,J,VS2,62.3,57.0,4927,6.82,6.75,4.23,33.8352778,-117.9136111
1.15,Ideal,G,SI2,62.3,56.0,4927,6.75,6.67,4.18,39.6133333,-105.0161111
1.0,Good,D,SI1,,53.0,4928,,6.4,4.07,40.0638889,-80.7211111
1.01,Good,E,SI1,56.9,61.0,4928,6.65,6.6,3.77,41.85,-87.65
1.0,Ideal,D,SI1,62.5,55.0,4928,6.43,6.38,4.0,42.7325,-84.5555556
1.03,Ideal,G,SI2,62.3,59.0,4928,6.44,6.46,4.02,39.3111111,-94.9222222
1.03,Ideal,G,SI1,61.9,56.0,4928,6.46,6.5,4.01,32.2216667,-110.9258333
1.0,Fair,G,VVS2,,54.0,4928,,,4.1,27.0994444,-82.4544444
1.1,Premium,F,SI2,62.0,59.0,4928,6.62,6.6,4.1,55.833333,-4.25
1.0,Premium,D,SI2,59.9,59.0,4928,6.48,6.44,3.87,40.7297222,-73.2108333
1.21,VeryGood,I,SI2,60.0,58.0,4929,6.89,6.97,4.16,33.9525,-84.55
1.0,Premium,H,VS2,60.7,60.0,4930,6.55,6.49,3.96,41.5236111,-90.5775
1.27,Ideal,J,SI2,61.2,55.7,4931,6.95,6.99,4.27,38.3030556,-77.4608333
0.82,Ideal,F,VS2,61.3,56.0,4931,6.02,6.05,3.7,38.5733333,-109.5491667
0.9,Ideal,G,VS1,61.8,56.0,4931,6.19,6.24,3.84,38.9711111,-81.9144444
1.19,Good,J,VS1,63.6,54.0,4931,6.78,6.74,4.3,47.6816667,-122.2075
1.02,VeryGood,H,SI1,62.8,58.0,4932,6.37,6.43,4.02,40.1786111,-122.2347222
1.02,VeryGood,H,SI1,62.2,58.0,4932,6.42,6.48,4.01,41.5033333,-74.0108333
1.13,Ideal,H,SI2,,55.0,4932,,6.68,4.14,33.1,44.583333
1.05,Ideal,D,SI2,60.2,57.0,4932,6.58,6.65,3.98,43.2966667,-87.9875
1.03,Premium,H,SI1,61.9,58.0,4932,6.49,6.43,4.0,43.866667,-79.033333
1.03,VeryGood,H,SI1,63.3,57.0,4932,6.41,6.39,4.05,38.2538,-94.3356
1.03,Premium,H,SI1,62.2,60.0,4932,6.43,6.4,3.99,26.460468,127.915081
1.08,VeryGood,I,SI1,62.2,57.0,4933,6.57,6.54,4.08,33.6680556,-117.3263889
1.21,Premium,E,SI2,61.0,58.0,4933,6.93,6.88,4.21,47.6063889,-122.3308333
1.14,VeryGood,G,SI2,59.5,59.0,4935,6.79,6.85,4.06,40.8758333,-81.4025
1.02,Fair,H,SI1,56.9,58.0,4935,6.64,6.75,3.81,34.132163,-84.300666
1.0,Good,E,SI1,62.4,59.0,4936,6.35,6.4,3.98,38.6858333,-121.0811111
1.02,Good,F,SI1,64.3,58.0,4936,6.28,6.32,4.05,37.8044444,-122.2697222
1.13,Premium,E,SI2,,59.0,4936,6.78,6.7,4.14,41.0533333,-73.5391667
1.13,Ideal,I,SI1,,57.0,4936,6.72,6.69,4.12,30.3672222,-89.0927778
1.27,Ideal,G,SI2,58.8,56.0,4936,7.16,7.06,4.18,32.7763889,-79.9311111
1.05,Good,H,SI1,63.2,56.0,4937,6.47,6.51,4.1,37.3230556,-122.0311111
1.05,Ideal,H,SI1,62.5,56.0,4937,6.43,6.52,4.05,44.9430556,-123.0338889
0.71,Ideal,F,VVS1,61.1,54.0,4937,5.78,5.84,3.55,36.0725,-79.7922222
1.24,Ideal,I,SI2,60.7,57.0,4937,6.98,6.92,4.22,40.8325,-115.7622222
1.29,VeryGood,G,SI2,63.3,61.0,4937,6.84,6.8,4.32,36.8222222,-107.9922222
1.1,VeryGood,H,SI1,62.4,58.0,4938,6.58,6.62,4.12,28.565,-81.5863889
1.0,Ideal,F,SI1,62.4,55.0,4939,6.45,6.37,4.0,47.8627778,-121.8152778
1.0,Ideal,F,SI1,60.0,57.0,4939,6.45,6.41,3.86,39.9555556,-86.0138889
0.9,VeryGood,H,VS1,,55.0,4939,6.18,6.13,3.88,38.6402778,-92.1222222
1.5,Fair,H,I1,65.7,58.0,4939,7.07,7.02,4.63,43.1186111,-83.695
1.5,Fair,H,I1,66.6,54.0,4939,7.05,7.01,4.68,45.7544444,-122.8763889
1.01,Premium,D,SI2,61.0,62.0,4939,6.43,6.39,3.91,48.783333,-123.7
1.26,Ideal,E,SI2,62.4,57.0,4939,6.91,6.85,4.29,35.0844444,-106.6505556
0.91,Ideal,H,VS1,60.8,58.0,4939,6.27,6.32,3.83,40.4533333,-111.7772222
1.0,Premium,F,SI1,62.8,59.0,4939,6.36,6.32,3.98,30.5880556,-103.8941667
1.0,Premium,F,SI1,59.7,60.0,4939,6.51,6.48,3.88,48.539371,-58.776848
1.0,Premium,F,SI1,59.3,60.0,4939,6.61,6.57,3.91,34.61,-112.315
1.4,Premium,J,SI1,62.9,59.0,4939,7.16,7.07,4.48,21.9711111,-159.715
1.15,Premium,I,SI1,62.5,60.0,4939,6.72,6.68,4.19,47.3811111,-122.2336111
1.0,VeryGood,F,SI1,63.4,61.0,4939,6.35,6.29,4.01,54.83083,18.20996
1.0,Premium,F,SI1,61.4,62.0,4939,6.36,6.32,3.89,32.7833333,-96.8
1.0,Good,F,SI1,63.6,58.0,4939,6.31,6.27,4.0,37.4636111,-122.4275
1.05,Premium,E,SI2,62.3,56.0,4939,6.54,6.47,4.05,50.855638,0.552577
1.15,VeryGood,D,SI2,63.5,58.0,4939,6.73,6.69,4.26,28.555,-82.3880556
1.13,Ideal,I,VS2,62.3,56.0,4940,6.63,6.73,4.16,51.8,-0.35
0.9,Ideal,E,SI1,61.7,57.0,4940,6.21,6.24,3.84,38.5816667,-121.4933333
1.04,Ideal,I,SI1,61.9,54.0,4941,6.51,6.57,4.05,43.6122222,-116.3905556
1.03,Premium,F,SI1,62.2,59.0,4942,6.45,6.41,4.0,38.4105556,-76.4555556
1.11,Premium,I,VS2,60.4,58.0,4942,6.79,6.73,4.08,33.7458333,-117.8252778
1.11,Ideal,F,SI2,61.7,55.0,4942,6.66,6.63,4.1,33.9561111,-83.9880556
1.07,Premium,E,SI2,61.3,59.0,4943,6.58,6.64,4.05,40.3525,-74.4405556
1.07,Premium,E,SI2,59.7,58.0,4943,6.66,6.68,3.98,47.6063889,-122.3308333
1.01,Ideal,H,SI1,61.2,58.0,4943,6.42,6.49,3.95,36.7477778,-119.7713889
1.01,Premium,H,SI1,61.8,60.0,4943,6.44,6.38,3.96,40.8538889,-74.8294444
0.97,Ideal,H,VS2,62.9,56.0,4943,6.35,6.31,3.98,40.8822222,-74.0836111
0.91,Premium,H,VVS1,62.5,59.0,4944,6.19,6.16,3.86,40.3561111,-80.1102778
1.21,VeryGood,H,SI1,63.5,58.0,4944,6.73,6.63,4.24,39.9375,-77.6613889
0.9,VeryGood,D,SI2,62.5,55.0,4946,6.16,6.2,3.86,47.6063889,-122.3308333
1.02,Ideal,D,SI2,61.4,56.0,4946,6.42,6.57,3.99,41.8975,-71.9630556
1.21,Premium,D,SI2,59.7,58.0,4946,7.06,6.96,4.19,32.8338889,-109.7069444
1.02,Good,F,SI1,63.3,58.0,4948,6.35,6.39,4.03,25.7738889,-80.1938889
1.02,Good,D,SI1,56.9,62.0,4948,6.64,6.69,3.79,37.3541667,-121.9541667
1.02,VeryGood,F,SI1,62.5,57.0,4948,6.35,6.41,3.99,49.9,-119.483333
1.04,VeryGood,I,SI1,62.9,54.0,4948,6.42,6.49,4.06,47.9447222,-122.3033333
1.04,Premium,G,SI1,62.6,55.0,4948,6.49,6.42,4.04,-29.46278,149.841568
1.14,Premium,H,SI1,62.5,58.0,4948,6.71,6.67,4.18,39.7391667,-104.9841667
1.07,Premium,D,SI2,62.4,61.0,4949,6.51,6.48,4.05,29.7630556,-95.3630556
1.07,VeryGood,G,SI1,63.1,59.0,4949,6.49,6.45,4.08,33.3061111,-111.8405556
1.07,Premium,G,SI1,60.5,62.0,4949,6.69,6.6,4.02,36.4797222,-121.7313889
1.07,Premium,D,SI2,62.6,61.0,4949,6.49,6.42,4.04,33.8941667,-78.4269444
1.01,Premium,H,SI1,61.9,57.0,4949,6.49,6.4,3.99,39.8841667,-82.7536111
1.25,VeryGood,I,SI2,61.0,60.0,4950,6.93,6.98,4.24,40.015,-105.27
1.0,Premium,H,VS1,62.4,58.0,4950,6.43,6.4,4.0,34.8547222,-106.7047222
0.98,Ideal,F,SI1,62.7,55.0,4950,6.37,6.27,3.96,-34.928661,138.598633
0.7,Ideal,F,VVS1,61.0,56.0,4951,5.72,5.75,3.5,37.7427778,-105.8747222
0.7,Ideal,F,VVS1,61.7,56.0,4951,5.68,5.73,3.52,52.771318,-1.554997
1.12,VeryGood,F,SI2,61.5,58.0,4953,6.63,6.68,4.09,27.875,-82.8513889
1.0,VeryGood,H,SI1,61.9,58.0,4953,6.3,6.37,3.92,46.7325,-116.9991667
1.26,Good,I,SI2,63.7,58.0,4953,6.84,6.79,4.34,45.0244444,-123.9452778
1.14,Ideal,I,SI1,62.2,56.0,4953,6.65,6.7,4.15,32.8472222,-117.2733333
1.0,Premium,E,SI1,61.9,62.0,4953,6.4,6.34,3.94,37.9841667,-120.3811111
1.08,Premium,F,SI1,62.1,58.0,4953,6.61,6.57,4.09,-36.84846,174.763332
1.34,Premium,G,SI2,60.1,61.0,4953,7.11,7.06,4.26,37.9444444,-87.4052778
1.07,Ideal,F,SI2,61.6,56.0,4954,0.0,6.62,0.0,42.8708333,-85.865
1.12,Ideal,G,SI2,62.2,55.0,4955,6.68,6.64,4.14,36.8252778,-119.7019444
1.07,Ideal,H,SI1,61.1,56.0,4955,6.63,6.6,4.04,53.55,-113.5
1.01,Premium,H,VVS1,60.5,57.0,4955,6.55,6.48,3.94,41.6463889,-73.4847222
1.0,Ideal,D,SI2,61.5,56.0,4956,6.45,6.41,3.95,36.1658333,-86.7844444
1.0,Ideal,G,SI1,62.0,57.0,4956,6.39,6.32,3.94,40.5852778,-105.0838889
1.18,Premium,I,SI1,60.5,59.0,4956,6.9,6.82,4.15,61.2180556,-149.9002778
1.18,Premium,H,SI2,61.6,57.0,4956,6.81,6.73,4.17,43.0972222,-89.5041667
1.18,Premium,H,SI2,58.7,60.0,4956,7.01,6.93,4.09,33.5091667,-111.8983333
1.18,Premium,I,SI1,61.1,59.0,4956,6.78,6.73,4.13,36.88414,30.70563
1.0,Ideal,G,SI1,61.6,55.0,4956,6.51,6.41,3.98,53.888996,-2.633778
1.0,Ideal,G,SI1,62.4,56.0,4956,6.41,6.34,3.98,40.7433333,-88.8813889
1.0,Ideal,G,SI1,62.2,57.0,4956,6.45,6.38,3.99,36.9086111,-111.4727778
1.0,Premium,G,SI1,63.0,59.0,4956,6.44,6.32,4.02,43.4666667,-112.0333333
1.14,VeryGood,D,SI2,59.2,61.0,4957,6.82,6.84,4.04,30.3152778,-93.6616667
1.02,Premium,H,VS2,60.0,58.0,4958,6.56,6.5,3.92,39.9611111,-82.9988889
1.07,Ideal,I,SI1,62.0,55.0,4958,6.56,6.6,4.08,33.6888889,-78.8869444
0.95,Ideal,H,SI1,61.9,56.0,4958,6.31,6.35,3.92,35.235,-75.6288889
1.16,Premium,I,VS2,62.2,58.0,4958,6.74,6.67,4.17,41.2008333,-73.3811111
1.02,Premium,H,VS2,61.0,60.0,4958,6.5,6.46,3.95,42.0083333,-91.6438889
1.09,VeryGood,I,VS2,62.0,56.0,4959,6.57,6.59,4.08,64.133333,-21.933333
1.13,VeryGood,H,SI1,60.1,60.0,4959,6.73,6.77,4.06,43.666667,-79.416667
1.13,Ideal,H,SI1,62.0,57.0,4959,6.66,6.73,4.15,-33.861481,151.205475
1.01,VeryGood,H,VS2,61.0,63.0,4959,6.38,6.41,3.9,32.7497222,-86.5113889
1.01,Premium,H,VS2,61.3,59.0,4959,6.44,6.48,3.96,39.028469,-104.484128
1.01,Premium,H,VS2,61.2,59.0,4959,6.45,6.47,3.95,34.9802778,-101.9183333
1.01,Good,H,VS2,63.5,61.0,4959,6.24,6.32,3.99,42.6333333,-71.3166667
1.15,Premium,H,SI2,62.9,56.0,4959,6.7,6.59,4.18,40.1572222,-76.3072222
1.15,Premium,I,SI1,59.6,58.0,4959,6.86,6.82,4.08,44.1858333,-88.4625
1.23,Ideal,J,SI1,63.1,58.0,4959,6.8,6.74,4.27,39.2666667,-81.5616667
1.15,Ideal,H,SI2,62.0,56.0,4959,6.75,6.68,4.16,41.7758333,-72.5219444
1.11,Premium,H,SI1,61.9,58.0,4960,6.63,6.59,4.09,41.3138889,-90.735
1.23,VeryGood,J,VS2,62.8,59.0,4960,6.75,6.82,4.26,42.0411111,-87.69
0.9,VeryGood,F,VS1,62.5,58.0,4961,6.1,6.15,3.83,32.0853,34.781768
0.9,VeryGood,F,VS1,62.4,59.0,4961,6.1,6.15,3.82,50.866111,-113.054722
0.93,Premium,F,VS2,61.7,58.0,4961,6.22,6.29,3.86,33.7669444,-118.1883333
0.93,Premium,F,VS2,62.1,59.0,4961,6.24,6.28,3.89,22.2119444,-159.4122222
1.0,VeryGood,F,SI1,59.4,60.0,4961,6.47,6.52,3.86,33.1477778,-81.8980556
1.0,Good,F,SI1,57.9,62.0,4961,6.55,6.58,3.8,43.073052,-89.40123
1.1,Ideal,I,VS2,61.8,56.0,4962,6.65,6.6,4.1,52.966667,-1.166667
0.9,VeryGood,H,VVS2,63.5,55.0,4963,6.14,6.08,3.88,47.08,-122.0502778
1.2,VeryGood,J,VS2,62.6,57.0,4963,6.72,6.8,4.23,55.833333,-4.25
1.11,Good,I,VS2,63.6,58.0,4963,6.52,6.57,4.16,51.083333,-114.083333
